company,language,amount
Travis CI,Groovy,101
Travis CI,Mustache,46
Travis CI,C#,1
Travis CI,Nunjucks,2
Travis CI,Scala,1
PTFS Europe,Perl,3168
PTFS Europe,PHP,37
PTFS Europe,Dockerfile,5
PTFS Europe,SCSS,2
Digital Bazaar,HTML,1564
Digital Bazaar,JavaScript,2692
Digital Bazaar,Vue,44
Digital Bazaar,XSLT,14
Rackspace Technology,Scala,5
Rackspace Technology,HCL,12
Rackspace Technology,Go,3
Rackspace Technology,HTML,6
Rackspace Technology,Jinja,5
Rackspace Technology,PowerShell,19
Rackspace Technology,TypeScript,23
Rackspace Technology,Java,2
Rackspace Technology,Python,164
Rackspace Technology,Jupyter Notebook,4
Rackspace Technology,Clojure,1
Rackspace Technology,Shell,10
Rackspace Technology,Ruby,2
Chef,Erlang,174
Chef,Rust,329
Chef,HTML,13
Chef,Shell,2
Chef,Ruby,1356
Chef,Dockerfile,12
Chef,Go,1078
Chef,TypeScript,11
Infosys,JavaScript,4
Infosys,LookML,3
Infosys,HTML,1
Infosys,C,316
Infosys,Python,7
Infosys,C++,1
Infosys,Java,1
Infosys,TypeScript,75
Test.com,HTML,238
Test.com,C++,25
Test.com,HCL,42
Test.com,Java,22
Test.com,TypeScript,39
Test.com,Nix,2
Test.com,Python,40
Test.com,Shell,1
Test.com,Rust,3
Test.com,C,8
Test.com,Go,11
Test.com,C#,13
Opencast Software,HTML,2
Opencast Software,Scala,590
Opencast Software,HCL,2
Opencast Software,Java,44
Opencast Software,JavaScript,1
Plotly,HTML,9
Plotly,JavaScript,379
Plotly,Python,465
Plotly,Jupyter Notebook,88
Eficent,HTML,173
Eficent,Java,4
Eficent,Python,389
Eficent,JavaScript,9
Pixel & Tonic,PHP,5398
Pixel & Tonic,JavaScript,25
Pixel & Tonic,Hack,17
Pixel & Tonic,SCSS,11
Pixel & Tonic,Twig,31
TeamDev,Kotlin,1707
TeamDev,HCL,15
TeamDev,Dart,51
TeamDev,Java,2227
TeamDev,C#,12
TeamDev,CSS,26
Palantir,Go,39
Palantir,Shell,13
Palantir,JavaScript,1
Palantir,TypeScript,6
Palantir,Groovy,16
Palantir,Rust,5
Palantir,CodeQL,1
Palantir,Java,172
Binary Group,Perl,346
Binary Group,Go,1
Binary Group,Python,1
Binary Group,HTML,30
Binary Group,JavaScript,113
Uninvention,Python,284
mySociety,PHP,320
mySociety,Jupyter Notebook,47
mySociety,Ruby,277
mySociety,Jinja,20
mySociety,Shell,1
mySociety,Perl,3203
mySociety,HTML,26
mySociety,Python,471
mySociety,JavaScript,1
Bjerk,Go,1
Bjerk,TypeScript,1036
Bjerk,JavaScript,175
Bjerk,Python,3
Bjerk,Dockerfile,50
Flywheels,Java,473
Flywheels,SCSS,1
Flywheels,C++,167
ThoughtWorks,Kotlin,4
ThoughtWorks,HTML,5
ThoughtWorks,Mustache,1
ThoughtWorks,Smarty,1
ThoughtWorks,TypeScript,65
ThoughtWorks,Ruby,3
ThoughtWorks,Java,93
ThoughtWorks,Scala,7
ThoughtWorks,JavaScript,30
ThoughtWorks,Shell,3
ThoughtWorks,PowerShell,8
ThoughtWorks,Dockerfile,5
tweag.io,Haskell,18
tweag.io,Starlark,6
tweag.io,Rust,76
tweag.io,PureScript,14
tweag.io,Nix,8
tweag.io,C++,4
tweag.io,Python,4
Citrix,OCaml,13
Citrix,C,39
Citrix,C++,5
Citrix,Python,1
Finbourne,Java,2292
Finbourne,TypeScript,2594
Finbourne,Mustache,1
Finbourne,C#,4749
Finbourne,Python,3914
Finbourne,Shell,2
CS Group,Perl,12
CS Group,GLSL,1
CS Group,Python,511
CS Group,JavaScript,5
CS Group,TypeScript,24
CS Group,Shell,1
CS Group,PHP,1
CS Group,C,40
CS Group,Java,20
Nuxeo,Python,1
Nuxeo,TypeScript,122
Nuxeo,JavaScript,82
Nuxeo,Java,19
Nuxeo,HTML,6
Scania,JavaScript,1243
Scania,Go,67
Scania,Python,5
Scania,HTML,3
Scania,PowerShell,3
Scania,C#,3
Flatiron School,Ruby,1
Flatiron School,Python,322
Flatiron School,Jupyter Notebook,16
Flatiron School,JavaScript,2
Galera Cluster,C,2
Galera Cluster,C++,544
Nexedi,Python,232
Nexedi,Go,12
Nexedi,C,5
Nexedi,C++,1
Nexedi,JavaScript,4
NXP,C,104
NXP,Python,4
NXP,C++,26
NXP,Java,2
NXP,BitBake,1
Toucan Toco,TypeScript,233
Toucan Toco,Python,197
Toucan Toco,Go,1
Cozy,JavaScript,138
Cozy,Go,5
Cozy,HTML,1
PTV Group,TypeScript,30
PTV Group,JavaScript,18
PTV Group,HTML,1
PTV Group,C#,63
PTV Group,Go,142
PTV Group,Python,2
PTV Group,Java,4
PTV Group,C,1
HotWax,TypeScript,27
HotWax,Vue,87
HotWax,Java,2
JankariTech,PHP,1765
JankariTech,CSS,105
JankariTech,Vue,33
JankariTech,Java,7
JankariTech,Gherkin,20
JankariTech,TypeScript,2
JankariTech,Python,1
JankariTech,Shell,176
JankariTech,Starlark,95
JankariTech,Monkey C,25
JankariTech,JavaScript,418
JankariTech,Go,541
Improbable,JavaScript,58
Improbable,Python,7
Improbable,C++,9
Improbable,Go,4
Improbable,Ruby,3
Improbable,Rust,1
Improbable,C,24
Improbable,TypeScript,1
Pantheon,C++,1
Pantheon,JavaScript,41
Pantheon,HTML,1
Pantheon,PHP,38
Cloudbees,Smarty,10
Cloudbees,Java,26
Cloudbees,HTML,3
Cloudbees,Makefile,1
Gatsby,JavaScript,295
Gatsby,TypeScript,47
Nymea,Python,21
Nymea,C++,3432
Nymea,Svelte,24
Nymea,QML,228
Nymea,BitBake,3
Société Générale,JavaScript,92
Société Générale,Jinja,9
Société Générale,Java,43
Société Générale,Python,5
Société Générale,Go,11
Golden Dimension,Java,89
Golden Dimension,TypeScript,24
Atomist,TypeScript,365
Atomist,Java,16
Atomist,Go,98
Atomist,Clojure,12
Atomist,JavaScript,103
Atomist,Dockerfile,27
Atomist,HTML,2
Atomist,C#,8
Atomist,Shell,1
Andela,JavaScript,328
Andela,TypeScript,165
Autonomous,Go,200
Layer5,Go,1323
Layer5,HTML,336
Layer5,JavaScript,462
Layer5,Makefile,1
Kinvolk,Go,6
Kinvolk,TypeScript,4
Kinvolk,Python,1
Kinvolk,Shell,62
Kinvolk,C,30
The guardian,Python,14
The guardian,Thrift,1
The guardian,TypeScript,2
The guardian,Scala,47
Devexperts,Java,27
Devexperts,R,1
Devexperts,TypeScript,22
Devexperts,JavaScript,1
SignalFx,Go,30
SignalFx,Python,1
SignalFx,Smarty,13
eyeo,JavaScript,7
eyeo,Python,3
Joyent,Go,23
Joyent,Shell,1
Joyent,JavaScript,23
Julia Computing,Julia,316
Julia Computing,C++,2
WolfVision,C++,1
WolfVision,C,55
metas,Java,2
metas,Shell,1
Origin Energy,SCSS,3
Origin Energy,JavaScript,7
Origin Energy,HTML,25
Indexdata,JavaScript,101
commercetools,PHP,40
commercetools,Java,81
commercetools,HTML,1
commercetools,JavaScript,2
commercetools,TypeScript,105
commercetools,Kotlin,9
B2CK,Python,2807
Decred,SCSS,29
Decred,JavaScript,22
Decred,CSS,3
Decred,Go,896
Decred,Shell,68
Decred,HTML,8
Forestry.io,TypeScript,543
Forestry.io,JavaScript,10
Infosiftr,Dockerfile,189
Infosiftr,Shell,3889
Infosiftr,Go,1
Infosiftr,Perl,7827
feenk,Smalltalk,13864
Abilian,Python,714
Blockchain Foundry,Dockerfile,1
Blockchain Foundry,C++,192
Blockchain Foundry,Go,272
Blockchain Foundry,Elixir,53
Intesys,TypeScript,44
PyUp,HTML,8346
PyUp,CSS,13463
PyUp,Roff,98
PyUp,Shell,28
PyUp,Common Workflow Language,267
PyUp,PHP,25
PyUp,TSQL,33
PyUp,RobotFramework,9
PyUp,Python,317787
PyUp,JavaScript,62601
PyUp,C++,317
PyUp,TeX,50
PyUp,Rust,99
PyUp,TypeScript,300
PyUp,XSLT,121
PyUp,Jinja,796
PyUp,Makefile,275
PyUp,YARA,334
PyUp,Go,4
PyUp,HCL,44
PyUp,Erlang,36
PyUp,Jupyter Notebook,14608
PyUp,C,21
PyUp,SCSS,22
PyUp,Dockerfile,86
Renovateapp,TypeScript,31503
Renovateapp,Python,22512
Renovateapp,Kotlin,1012
Renovateapp,Dockerfile,791
Renovateapp,Ruby,3078
Renovateapp,C++,289
Renovateapp,Scala,29
Renovateapp,Objective-C,2
Renovateapp,Markdown,3
Renovateapp,Handlebars,1
Renovateapp,Riot,3
Renovateapp,Go,10603
Renovateapp,Shell,2170
Renovateapp,Rust,1118
Renovateapp,HTML,950
Renovateapp,Mustache,250
Renovateapp,C#,1079
Renovateapp,Swift,161
Renovateapp,Smarty,30
Renovateapp,FLUX,16
Renovateapp,CSS,21
Renovateapp,GLSL,9
Renovateapp,SCSS,22
Renovateapp,Gherkin,1
Renovateapp,Elixir,4
Renovateapp,CMake,1
Renovateapp,Vue,81
Renovateapp,HCL,2400
Renovateapp,Jupyter Notebook,55
Renovateapp,Elm,1
Renovateapp,Less,6
Renovateapp,Crystal,3
Renovateapp,JavaScript,4512
Renovateapp,Java,13817
Renovateapp,Starlark,287
Renovateapp,PHP,3013
Renovateapp,C,53
Renovateapp,Clojure,96
Renovateapp,Svelte,23
Renovateapp,Dart,11
Renovateapp,Makefile,437
Renovateapp,EJS,8
Wind River,Go,5
Wind River,Perl,5
Wind River,Jinja,4
Wind River,Java,1
Wind River,C++,1
Wind River,Shell,3
Wind River,C,8
Wind River,Python,40
Wind River,BitBake,27
TI,BitBake,30
TI,C,24
Kainos,JavaScript,45
Kainos,HCL,1
Kainos,Shell,3
Kainos,HTML,12
Kainos,CSS,1
HERE,C++,35
HERE,Java,13
HERE,Kotlin,2
HERE,TypeScript,5
Wipro,PLpgSQL,20
Wipro,TypeScript,5
Wipro,C,4
Wipro,Solidity,7
Wipro,Java,2
Wipro,JavaScript,19
Wipro,Shell,1
D2iQ,Mustache,69
D2iQ,Go,7
4teamwork,Python,28
OpenLattice,Python,8
OpenLattice,Kotlin,13
OpenLattice,Rust,2
EuroLinux,Dockerfile,260
EuroLinux,Shell,1
EuroLinux,Python,1
Obvious Ventures,Kotlin,37
Porsche AG and Subsidiaries,TypeScript,14
Porsche AG and Subsidiaries,SCSS,1
GatsbyJS,TypeScript,2
GatsbyJS,JavaScript,18
Pyup,Python,2749
Pyup,JavaScript,779
Pyup,HTML,50
Pyup,RobotFramework,1
Pyup,Jupyter Notebook,76
Pyup,Jinja,7
Pyup,SCSS,1
Pyup,CSS,17
Pyup,Makefile,2
Pyup,Dockerfile,3
Pyup,C,2
Pyup,C++,4
SYSOP,Kotlin,5825
SYSOP,JavaScript,18
SYSOP,Python,14652
SYSOP,Java,1
Yunion,Go,64
Yunion,Vue,8
